,Restaurant Name,Review ID,Date,Content,Rating
18,Madhu's,732824239,December 2019,Well I wanted to have a meal but even though the website said open at 6 PM it was still closed at 7 40 !,1.0
19,Q Verde,725907702,November 2019,Fantastic evening with outstanding food and service.,5.0
20,Q Verde,729762273,November 2019,"Went to the restaurant at 6pm before the Kew Lights, there was free parking nearby/outside and they were fantastic at helping us (family of 6 with a new born) the service was quick and great.. they made us feel so welcome. The specials were nice and pasta Lovely! We will definitely be going back soon!",5.0
21,Q Verde,732080198,December 2019,"The staff were very helpful, they seemed to really enjoy serving us. The food was good too and we did not have to wait too long. As we left we were each presented with an Italian cake in a box.",5.0
22,Q Verde,732398733,December 2019,"Very friendly and welcoming atmosphere at the restaurant. Food was delicious,variety of options for everyone, especially very tasty pasta. Would defnitelly recommend to visit Q Verde.",5.0
23,Q Verde,731883612,December 2019,What a great little restaurant in Kew .,5.0
24,Q Verde,734162721,December 2019,"We just had the most incredible dinner at this quaint and funky family run Italian. We were so warmly welcomed even though we were so late, on a Sunday eve, but the restaurant was still full and buzzing.",5.0
25,Q Verde,736868327,January 2020,Great restaurant. Always a lovely welcome and great service. Had the Calamari and Aubergine starters and then the Pappardelle pasta with Tuscan Sausages and the Calves Liver. All four dishes were totally yummy. Never disappoints.,5.0
26,Q Verde,743023793,February 2020,We booked at short notice and thought we might get squeezed into *that* table that no one else wanted. Not a bit of it. A wonderful welcome followed by excellent food and great service.,5.0
27,Q Verde,742454708,December 2019,"I default to ravioli as a starter, spinach and ricotta with truffle, amazing. Main for me was the liver in butter and sage with zucchini, potato and spinach, very satisfying. Great choice of beverage. Efficient service, quality is top drawer - managers care and take note of customers.",5.0
28,Q Verde,732711077,December 2019,We came after Christmas and we'd read all the reviews so were really excited and Q Verde did not disappoint.,5.0
29,The French Table,721911882,October 2019,We were fortunate to be invited to a friend's special birthday in the restaurants private area. The menu was superb and the food was delicious. The staff were very friendly and attentive. One of the best restaurants we have visited.,5.0
30,The French Table,721966790,October 2019,"We are lucky to have this gem so close Wine pairing menu..too class food,flavours and presentation outstanding..ditto service,ambiance and quality of wine pairing.Vakue for money I'd say,London quality local prices .Will return...And made my birthday special...thanks again",5.0
31,The French Table,723552022,November 2019,Thanks to my lovely friends treating me to a wonderful night at your restaurant..everything was just fantastic..we had the tasting menu and everything was truly delicious.. lovely professional kind staff..just perfect.. thank you.,5.0
32,Q Verde,711407121,September 2019,"My wife & I booked for early dinner (18.30) at QVerde after a day visiting Kew Gardens. Found the restaurant online as my wife loves Italian food, but as always when booking ""blind"" not sure what to expect. Needn't have worried - it was a really great meal. One of the best Italian meals we've had in a long time! Location is good for Kew Gardens (5min slow walk from Kew Gardens station) and the welcome/service is very friendly. The food was excellent and the House Red was a good quality ""House"" wine. Be aware however, it's not ""cheap"" and it is clearly specified on the menu that they add 12.5% service to the bill (""discretionary""). Still think it was worth every penny, and would highly recommend.",5.0
33,The French Table,724762115,November 2019,"We usually lunch here about once a quarter when my wife comes to her favourite hairdresser nearby on Maple Road. The meal is always very good and the price not unreasonably high. The service is always efficient and very friendly. The restaurant was full, even though it was a Thursday. We booked ahead, so managed tto have a taable.",4.0
34,The French Table,726569285,November 2019,Quite simply the best in the area.,5.0
35,Mezzet Lebanese Restaurant,724991467,November 2019,"Three generations in our family had lunch at Mezzet and it went beyond our expectations. The food was excellent, you cannot beat their scallops with spinach. The Lebanese red wine was delicious. But what stands out more than anything is the warm, friendly and attentive service. I cannot recommend this exceptional restaurant enough.",5.0
36,Q Verde,713636576,September 2019,"We must have been here 20 times since we live in Kew. It is a busy but friendly local restaurant with good food and decent wine and a free grappa/limoncello with the bill. One of best things is the mixed starter for all. Not cheap but a talking point and an ice-breaker. I love the liver with sage, my girls love the pasta. We all enjoy the evening (or lunch). I don't really have any negatives other than it can be draughty at the table by the door (avoid in winter). Best table is the round table in far corner as you come in if you a large group.",5.0
37,Jaipur of Chigwell,707275042,September 2019,Our regular Indian restaurant closed so we thought we would try here......really lovely....can’t recommend enough.,5.0
38,Jaipur of Chigwell,706398164,September 2019,A very extensive menu. Dishes are rich and spicy and full of flavour. Smooth friendly service and very good value for London.,5.0
39,Jaipur of Chigwell,708900904,September 2019,Vast menu choice and it took ages to decide on what to eat. Good portions and very tasty with lots of flavours. Excellent customer service. Waiter was very good in helping us choose dishes. Very reasonably priced. Signed up to their loyalty scheme which gives you discounts on food. Will be coming back.,5.0
40,Jaipur of Chigwell,709840437,September 2019,"Place has a general feel of being just a little tired. Toilets are poor. But let’s get to the food , popadums were oily and not properly cooked. Pickles were average at best and amounted to 3 bowls of tasteless green, red something but little mint or chilli so hard to say what they were. Cheap mango chutney and an onion mixed with a chilli jam perhaps?",3.0
41,Jaipur of Chigwell,711861217,September 2019,The food it's good here. The staff are warm and welcoming. It was a shame that their tandoori oven broke down so couldn't order a few things. But they were sweet and gave us a few things on the house. The sea bass with coriander was lovely and the vegetable side dish the same. We would definitely come back. The menu is the biggest I have seen in awhile and the bill was reasonable. All in all a great night.,4.0
42,Jaipur of Chigwell,710939393,September 2019,Best curry I’ve had for long time and very good service. We really enjoyed our visit To Jaipur of Chigwell.We felt welcomed and beautiful service.Highly recorded. Thank you Jaipur.,5.0
43,Jaipur of Chigwell,711716096,September 2019,Not quite sure why I would need half of an uncut onion in my chicken madras.,3.0
44,Jaipur of Chigwell,719435772,October 2019,Positives,5.0
45,Jaipur of Chigwell,718192671,October 2019,This is the best curry house in England ! Have tried Indians up and down England and nothing beats Jupier of Chigwell best food and excellent service highly recommended I live in London close to the famous brick lane and no curry houses down brick lane come close to this Indian,5.0
46,Jaipur of Chigwell,719706990,October 2019,"Our local Indian has a very extensive menu, although I often go for their vegetarian Thali which I’ve never been able to finish. Excellent as usual.",5.0
47,Q Verde,714493948,September 2019,Attentive and lovely staff. Tasty food. Lovely atmosphere. Particular thanks to the manager who gave us two lemoncello shots to wish me a happy birthday. I recommend the Vitello Milano.,4.0
48,Q Verde,714452930,September 2019,"From the warm welcome to the complementary limoncellos at the end this was fantastic evening. Food was superb and service was excellent, friendly and attentive but not over the top.",5.0
49,Q Verde,719678442,October 2019,"Having visited Kew Gardens for a Friday evening exhibition, members of our party of six expressed a desire to grab something to eat. A quick internet search showed up Q Verde a short walk away; a quick phone call and a promise to arrange a table for 6, a short stroll and we were there. And were we glad to be! A truly excellent restaurant with great atmosphere, really friendly and helpful staff and food that was out of this World",5.0
50,Q Verde,700508723,August 2019,Visited this wonderful littke restaurant after a visit to Kew Gardens . The food was amazing as was the welcome and the atmosphere. Will definitely return when we visit Kew again,5.0
51,Q Verde,719950595,October 2019,"Going to an event at Kew and wanted to find somewhere to have tea nearby, read reviews and opted to give it a whirl. It was one of those evenings when I did fancy Pizza, but, that is not on the menu, nevertheless we both had starters and main course along with a few drinks, the calamari was fab as was the artichoke starter, the scallops were lovely, the early evening was finished off with an irish coffee and then some limoncello's whilst the gent at the bar sang along to the music, all very nice.",4.0
52,Q Verde,702907364,August 2019,"Excellent food, flawlessly prepared. The restaurant was cheeful and attractive. The waitstaff were friendly and attentive. We would definitely go back.",5.0
53,The French Table,713121455,September 2019,"We visited for a celebration birthday dinner and the 7 of us had the tasting menu plus the wine pairings. The French Table excelled itself. the food was delicious, the wines spot on both different and ideal for the food and the service was immaculate. We were made to feel very welcome and had a great evening. What a great place to celebrate. Thank you to all involved.",5.0
54,The French Table,713139275,September 2019,"Occasionally they have a dinner which features various wines from their list, this one was Hush Heath English wines from Kent. There were 5 courses with matching wines. Jennifer from Hush Heath introduced each wine and gave some background on the vineyard, all wines were lovely especially the Pinot Noir. The food was first class, full of flavour. Service was also excellent, smooth and friendly. Sarah and her husband Eric (the chef) do an outstanding job.",5.0
55,The French Table,712179099,September 2019,"We tried for a long time to get a table at The French Table and it was well worth the wait! The food, wine, and service was all fantastic. The flavors are wonderful and great attention to detail. A must in Surrey!",5.0
56,The French Table,713353400,September 2019,"Second visit - no reservation, lovely meal!",5.0
57,Jaipur of Chigwell,691330826,July 2019,"Food is full of flavour. High quality, doesn't come out greasy or anything. Service is amazing - very friendly staff",5.0
58,Jaipur of Chigwell,692975364,July 2019,"Amazing service best restaurant in the area food is delicious and the staff can't do enough for you, manager is so accomadating also great wine list! Great for celebrations especially birthdays!",5.0
59,Jaipur of Chigwell,693397793,July 2019,"The latest menu (so extensive) has a wonderful mix of dishes with real authentic flavour. There is something for everyone whether you like to try something new or just the familiar favourites. Top this off with attentive, friendly staff and you have a winning combination. Feels like a home from home. No wonder they have such great reviews. Thoroughly deserved. Do believe the hype!",5.0
60,Jaipur of Chigwell,696676977,August 2019,"Fantastic food, fantastic service, everything all good. Delicious food and always wanting more. Everything is all great and always feel welcome.",5.0
61,Jaipur of Chigwell,695820032,August 2019,We often visit Jaipur or get take always. The staff are always extremely welcoming and give great recommendations. Menu offers lots of choice. The naan bread is some of the best you will have.,4.0
62,Jaipur of Chigwell,700786902,August 2019,"I wouldn't normally write a review, but after their murgh rossa curry I had to, it was absolutely full of flavour, and melted my taste buds with delight!! Highly recommend!",5.0
63,Jaipur of Chigwell,702646689,August 2019,"We really enjoyed our visit to Jaipur. The food was delicious, especially the King Prawn Bindhi curry! We felt welcomed and the service was efficient and friendly. They even gave us complimentary drinks at the end. We will definitely be back to visit soon. Highly recommend. Thank you to Chowdhury.",5.0
64,Jaipur of Chigwell,697420464,August 2019,"We often go there for birthday party, family time, or simply a romantic evening with my partner.",5.0
65,Jaipur of Chigwell,702989710,August 2019,"Came here for my daughter’s birthday on the back of reviews I had read on this site. Menu was extensive with many dishes new to me. Beautiful food, no complaints at all. Staff very friendly and knew it was our first visit without even asking. Will definitely return and took a menu away with me. Well worth the drive and look forward to becoming a regular!",5.0
66,The French Table,715518337,October 2019,"Birthday lunch booked last minute, it was a set menu with a great selection, hard to choose as everything sounded delicious, we loved our food, amazing taste and high quality, portions were a good size and the service impeccable.",5.0
67,Q Verde,692699673,July 2019,"Great place with great vibe. True Italian experience. We had the artichokes to start with, and that dish is to die for. We will definitely come back.",5.0
68,Q Verde,695203199,February 2019,"Delicious food as always in this quaint and friendly Italian restaurant! I’m absolutely on love with the truffle ravioli!!! This restaurant is great to take visitors too and it’s really close, so really handy! Absolutely love coming here.",5.0
69,The French Table,714986960,September 2019,"This was our third visit here, each time having been for a special occasion eg birthday. They really help make the meal special with personalised menus and little birthday motifs scattered on the table. It was the first time for our family to eat there and they really enjoyed too.",5.0
70,Jaipur of Chigwell,703694751,August 2019,"I stopped at the nearby Hallmark hotel this week and went for a walk to this place after reading the fantastic reviews on TA. The menu is huge so I decided to ask for a recommendation as I really couldn’t decide on a dish. I was recommended the Sizzling Sali Chicken which along with pilau rice was the best curry I’ve ever eaten. Full of flavour, spicy, absolutely delicious. Good sized portion as well which left me full to the brim. Friendly service and good prices. A fantastic curry house, give it a try.",5.0
71,Q Verde,692156581,July 2019,Not in mainstream Richmond or Kew but a hidden gem. Not a large menu but very interesting and the food was the main event. As it should be.,5.0
72,Q Verde,693534490,July 2019,"We have lived in Kew since 2005 and, until recently, had never visited this place. Bizarre really, as it’s on our doorstep. Anyway, about a month ago, I saw a lot of recommendations for it on the Next Door app, so my husband and I decided to give it a try...and we love it.",5.0
73,The French Table,696243199,September 2018,It is very small cozy restaurant but with very good experienced chefs. Very well minced wagyu dish with amazing deserts.,5.0
74,The French Table,696367501,August 2019,"The food at this restaurant is fabulous! However, because you have no choice but to have a three course set menu at a fixed price you pay for more than some people can eat. The dinner menu at £45 without wine sounds reasonable value but by the time wine and coffee are included the evening will costs around £75 a head so this is definitely a special occasion venue for most people. All that said, I had the most sublime starter of scallops with a chorizo crust followed by an incredibly rich Cornish lamb dish which was simply too much. Dessert was lovely but under normal circumstances I wouldn’t order it. The service was excellent and the staff friendly so I would go again ......but I would like to be able to order, and pay for, just two courses.",4.0
75,Mezzet Lebanese Restaurant,711980046,September 2019,"This restaurant is amazing, staff is super professional, friendly and efficient, the food is superb and the location is lovely - we always return!",5.0
76,Jaipur of Chigwell,681838545,June 2019,Visited Jaipur with another couple. The food was tasty although the starters weren’t very hot. The customer service was excellent. The owner was very friendly and appeared to know lots of passers by.,4.0
77,Mezzet Lebanese Restaurant,712180773,September 2019,"Had dinner for the fourth time last Friday and the food was as amazing as always. The excellent atmosphere and the service added to the wonderful experience. The staff were very friendly, attentive and helpful and the food was served on time. A very simple, classy and contemporary restaurant. The best Lebanese restaurant I have ever been to. Highly recommended!",5.0
78,Jaipur of Chigwell,687530359,July 2019,"Definitely worth a visit, if not weekly!! Authentic cuisine and big enough menu to cater for all tastes. I love traditional dishes and this place does not disappoint. Always ask the waiters what they recommend- try something new and avoid this ‘classic’ British dishes.",5.0
79,Jaipur of Chigwell,688071992,July 2019,"Great service, spotless interior and lovely food. Tried some new dishes and wasn't disappointed. The chef is happy to change dishes to suit taste and dietary requirements. Can't wait to go back.",5.0
80,Jaipur of Chigwell,686144670,July 2019,Highly Recommended,5.0
81,Jaipur of Chigwell,688239949,July 2019,"Great Take away and restaurant, I eat there every time I stay at The nice Travelodge down the Road. Try the Biryani with mint yogurt and yummy sauce, they have Prawn, Chicken, lamb and vegetable, it is meaty and fresh. Highly recommended and the owner is so friendly.",5.0
82,Jaipur of Chigwell,689403665,July 2019,great menu - keen staff - reasonable price - this is a good find . was very impressed with their generosity,5.0
83,Jaipur of Chigwell,690456071,July 2019,It was delicious. The food was perfectly cooked and tasted amazing. There was also so many food choices to choose from !,5.0
84,Jaipur of Chigwell,690456339,July 2019,The food was delicious and the customer service was amazing.... very kind staff... definitely recommended,5.0
85,Jaipur of Chigwell,690455761,July 2019,Nice customer service and fantastic food! Definitely recommend the place for a family or friends night out.,5.0
86,Jaipur of Chigwell,691053467,July 2019,This is the second time I have been here but had forgotten when I visited this time. I chose it based on the reviews and came to exactly the same conclusion as I did last time. The food although cooked well is lacking in flavour. I had the meat Thali and although well presented the flavours were really lacking.,3.0
87,Q Verde,679075321,May 2019,"We booked a table early in the evening and were welcomed with enthusiasm and treated to an experience as if we were in Italy. Food was good, service was good and all in all an excellent experience.",4.0
88,Q Verde,676917690,May 2019,"A small family restaurant with a fantastic welcoming atmosphere and attentive staff who provide first class service. The food was simply superb, delicious and the portions generous. My son and I loved it so much that we ate on a Saturday and returned on the Sunday night for more. I cannot praise this restaurant enough and look forward to visiting again when I am next in London. They also made a great Gaelic coffee.",5.0
89,Q Verde,677209197,May 2019,"I'm an Italian lady and I've visited my English friends last week. They brought me to Q Verde and notwithstanding my hesitancy in going to Italian restaurants abroad, I must admit that my experience in this restaurant has been super. It was as if I were at home tasting mediterranean cuisine.",5.0
90,The French Table,690728547,July 2019,Came to the french table to celebrate a birthday. When we arrived it was very busy but we were seated promptly. As they were aware that we were celebrating a birthday they made a menu especially for the table with the birthday girl’s name heading it. The food arrived in good time and was very nice. I had ordered the lobster to start and the stone bass for main. Both of which I really enjoyed. I also made room for the white chocolate mousse for dessert.,4.0
91,Q Verde,678074683,May 2019,"Real lovely Italian restaurant, nice touch with bread sticks on table ,when you arrive",4.0
92,The French Table,691444944,July 2019,"Went to TFT yesterday for Saturday lunch and opted for taster menu with paired wines. Had heard several good reports and based on my visit these are totally justified. Excellent service, competitively priced and great atmosphere. Strongly recommended and will definitely visit again",5.0
93,Jaipur of Chigwell,672334748,September 2018,"Nice food, staff very polite, I even got a complimentary drink which was nice. Always asking if what we was eating was Ok, food reasonably priced aswell.",5.0
94,Jaipur of Chigwell,670945553,May 2019,"Have visited lots of times previously food is always amazing so much to choose from and you are well looked after by the owner and his staff, I booked for my daughters birthdays, there was a banner put up and the cake with a candle was a lovely touch thank you - would definitely recommend",5.0
95,Mezzet Lebanese Restaurant,711571145,September 2019,"We lunched here recently, we are locals so have eaten here many times.",5.0
96,Jaipur of Chigwell,670962291,May 2019,"I was looking for a place for mine and my wifes anniversary, in the woodford/chigwell area. After speaking asking friends for options and searching online jaipur of chigwell came up the most, so I thought we'd give it a go. We was very happy by the service we received from the staff, the food came out at perfect timing and was very tasty, I would recommend the butter chicken with garlic naan breads it was delicious!! Everything was at an affordable price too. I will definately be returning again. Thanks guys!!",5.0
97,Jaipur of Chigwell,673991107,May 2019,"Had to try somewhere new & was pleasantly surprised. Small restaurant, we booked so all ok, but it did fill up. Staff were attentive & friendly. Drinks & poppadoms arrived we were given more time as it is rather a large menu. We ordered a Balti & a hot chicken dish 3 chillies, we had mushroom rice onion bhaji & a potato dish. Everything was cleared and was very tasty. We had a drink on the house. The manager asked if we were ok. We said it was our first time and we had enjoyed the meal. We will return.",4.0
98,Jaipur of Chigwell,676920238,May 2019,"Had takeaway here before and the food was fantastic but coming into the restaurant made my experience even better!! The service received was fantastic, getting food quickly with the owner being especially friendly and helpful. He makes sure everything is attended to and in good time. Even been offered tissues when I’ve sneezed, really adding to the personal touch to the restaurant. The restaurant is small and quaint, giving it a homely feel but best of all the food is true Indian cuisine. After being to restaurants which are designed for the Western palette, this is truly refreshing and worth every penny spent. I’ve returned several times and I’ll continue to do so!!!",5.0
99,Jaipur of Chigwell,677394406,April 2019,"This local restaurant is a cut above the usual Indian restaurants. The service is very attentive and the food is very tasty - in a spicy, not necessarily hot, way - and plentiful. Reasonably priced. Recommended as a good local fall-back in Chigwell area.",4.0
100,Jaipur of Chigwell,680091572,June 2019,"Thought we would give this restaurant a try after it being recommended by friends, glad we did",5.0
101,Jaipur of Chigwell,676633174,May 2019,Superb Indian cuisine by far the best in the area.,5.0
102,Jaipur of Chigwell,681703985,June 2019,"Customer service and food was excellent, staff were very attentive & food came out promptly. Had a complimentary drink at the end to top off a nice evening",5.0
103,Mezzet Lebanese Restaurant,709376514,September 2019,"Every time we dine at the Mezzet we are pleasantly surprised by the delicious dishes and the attentive and friendly service, especially our favourite waiter Jonas!",5.0
104,Mezzet Lebanese Restaurant,709378575,September 2019,"We have been to many different Lebanese restaurant but none has got any where near the Mezzet. The food is delicious, very beautifully presented. The staff is very friendly and professional. Definitely a very good value for money!",5.0
105,Jaipur of Chigwell,681280979,June 2019,I was surprised by the great food and service at the Jaipur Chigwell. Coming from Bradford’s ‘curry capital’ the boss made sure I got the best food and it was. I will definitely come back and recommend.,5.0
106,Mezzet Lebanese Restaurant,709478079,September 2019,"When family or friends come to visit us in Hampton Court, we always bring then to our favourite restaurant, the Mezzet. The food is excellent and the staff, in particular Jonas, is very attentive and friendly. We have enjoyed every visit and there's been several. We highly recommend it.",5.0
107,Q Verde,660846253,March 2019,This was our first visit and it could not have been better. This is a small family run Italian restaurant. The food was really good. Really great lunch.,5.0
108,Mezzet Lebanese Restaurant,709207056,September 2019,I have been here at least 5 times now as I really wanted to enjoy this food.,2.0
109,Mezzet Lebanese Restaurant,709593448,September 2019,"My wife and I have made a few visits now to Mezzet, both lunch and dinner. The title says it all really and I would add we have never been disappointed. And a word of appreciation for Jonas, no matter how busy they are he always has time for a friendly word. Well done to the Mezzet team. Gerry",5.0
110,Q Verde,659301485,March 2019,"We first visited Q-verde when we lived nearby from 2009-2014. We have made periodic visits back despite moving to Brisbane, Copenhagen and now Aberdeen. The food is very good and the service outstanding.",5.0
111,The French Table,680112734,June 2019,"Was taken here for my Birthday & I must say, the food, the wine & the service was fantastique!!",5.0
112,The French Table,680114834,June 2019,Haven’t been back to the French Table for a few years but returned and had a fantastic birthday meal last night. Never disappoints from the moment you arrive to the moment you leave. Lovey touch having a personalised menu with my name and happy birthday on it. The staff were all so attentive and friendly and the food was incredibly yummy. Thank you to everyone for making the evening a memorable one and we will be back again soon.,5.0
113,Mezzet Lebanese Restaurant,697007844,August 2019,"We decided to try Mezzet due to the reviews that have previously be written on this website, we were not disappointed!",5.0
114,The French Table,678203441,June 2019,"We had a wonderful birthday lunch, the tasting menu was superb with five courses and an amuse bouche. A great selection of wines and a matched wine flight as well. Lovely service from a well trained team, with a personalised menu, no wonder this restaurant is so popular ! Highly recommended.",5.0
115,Mezzet Lebanese Restaurant,697919015,August 2019,This was my first visit to this restaurant and I was really impressed. We were served by Julia who was able to give great recommendations and was attentive to us despite visiting on a busy Friday evening! Small touches such as keeping the wine on ice away from the table and not needing to ask for our glasses to be topped up indicates attention to detail and good customer service from Julia. The food was really tasty and portions for the different mezze dishes that we ordered were just right. A friendly atmosphere and a nice vibe at Mezzet and I hope to eat here again.,5.0
116,Mezzet Lebanese Restaurant,702798786,August 2019,"As our local Lebanese, this place always delivers great, tasty food efficiently. It seems always busy, and sometimes difficult to get a table, but this must speak for itself. Great menu, but best with more than 2, as everything is delicious, you just want to try it all.",5.0
117,Mezzet Lebanese Restaurant,703007519,August 2019,Everything in this restaurant is Nice. Staff is very friendly and service is awesome. I just knocked a star as the meat was not properly cooked and i had to leave all lamb in the plate.,4.0
118,Mezzet Lebanese Restaurant,697279457,August 2019,"Delicious dinner for four. Kids had the burgers which were large servings and adults had a tasty chicken broth Israeli cous cous and cinnamon chef’s special, yummy smoked aubergine and tabouleh starter and a lamb dish. Julia, one of our servers was very attentive and friendly.",5.0
119,Mezzet Lebanese Restaurant,703279676,August 2019,5 stars is not enough!!!! We had such a great birthday lunch here. Jonás ( particularly) & his team couldn’t have been more helpful.,5.0
120,Mezzet Lebanese Restaurant,703291075,August 2019,"We were staying in Taggs Island (Milestones) our host Diane had recommended Mezzet. We booked to sit outside which was so lucky as it was an extremely warm evening, great table we didn’t miss the vibe of the restaurant as we were so well looked after by Jonas.",5.0
121,Mezzet Lebanese Restaurant,704027765,August 2019,"I haven’t been here for a few years but so glad I went back today. The food was excellent, especially the scallops and spinach, and the most amazing spring rolls with feta and herbs. The wine could have been colder.",4.0
122,Mezzet Lebanese Restaurant,709150641,September 2019,"We are vegetarian, and the range and quality of food on offer was excellent. We had booked for a family birthday, and the staff were wonderfully thoughtful and attentive throughout our meal. We would definitely recommend Mezzet to anyone after a good meal out!",5.0
123,Mezzet Lebanese Restaurant,706119274,September 2019,The restaurant was fairly quiet as it was a Sunday evening and we were pleased to be seated next to the window.,3.0
124,Jaipur of Chigwell,659997270,March 2019,visited japur of Chigwell with work friends and I must say the best Indian I have had in my life and 5* service received complementary drinks at the end of the meals along with two bottles of wine and chocolates! Thank you.,5.0
125,Q Verde,648519597,January 2019,"Visited after the great reviews. Although it took a couple of attempts to ring n get the phone answered, the actual visit n eating experience was excellent.",5.0
126,Q Verde,649022051,January 2019,"After so many friends recommended this gorgeous Italian, we thought we ought to try & we were not disappointed. The owner welcome you as you go in & he helped me select, there was too much choice! With the truffle ravioli to start that was so delicious, I’d definitely return & have that as a main. Gorgeous wine choice too. Very impressed & will be returning very soon.",4.0
127,Q Verde,654485833,February 2019,"We are never disappointed with this restaurant even though we must have tried everything on the menu multiple times. If you are a family group, ask for the anti-pasti platter to share. It is gorgeous!",5.0
128,Q Verde,654550285,February 2019,"Be warned - do not ask for 2 small glasses of chianti without asking the price. Chianti is hardly grand cru, but £18.90 was the charge for a not very special wine.",1.0
129,Q Verde,654602441,February 2019,"We attended looking for somewhere cosy and intimate for a birthday evening after spending the day wandering around Kew Gardens and were absolutely blown away by our evening at Q Verde. A good range of food options and specials for all palates (the veal in particular was stunning) with a wide choice of wines to keep us going! On top of that the service was prompt and genuine, with the owner Gerardo making us feel very welcome. My partner sums it up best: ""at no point did I tell them it was my birthday, yet the whole meal still felt like they had made a special effort on my behalf"".",5.0
