,Content,Date,Rating,Restaurant Name,Review ID
19,"Highly recommend the food! The most amazing location and the best chefs!great view, amazing food, exciting flavours that I've never tried before! I went with my friends and with my family! Great place for romantic dinner ❤",February 2020,5.0,Bokan 37 Restaurant,746568155
20,My brother and I went to Bokan for dinner last week and I'll surely return.,January 2020,5.0,Bokan 37 Restaurant,738963228
21,"We came from Italy just for two days for our son's birthday and we spent one evening at the Bokan 37. Everything was amazing except the table that wasn't the one we asked for when we booked, but it didn't really matter because the view was great anyway. Food and service were very good, we enjoyed the evening!",November 2019,5.0,Bokan 37 Restaurant,730860531
22,"Went with my boyfriend for his birthday dinner and it was absolutely amazing. Service was high level, food was great and the view was stunning. Personnel helped us with our dietary requirements and gave us the table we asked for when we booked. Definitely recommended!",November 2019,5.0,Bokan 37 Restaurant,726420148
23,Nice view but the service needs a lot of work,November 2019,3.0,Bokan 37 Restaurant,727611346
24,"Great setting on 38th floor with extensive views over London skyline... Spacious table for party of six, (advise booking in advance at popular times), well looked after by the bar staff, stayed for about 2 hrs and had a great time. Recommended",December 2019,5.0,Bokan 37 Restaurant,734075707
25,"I booked Bokan Christmas dinner because we were staying in the hotel on 25/12/19 and at the time of booking, I spoke to a staff who told me that on Christmas Day the restaurant would serve turkey and Christmas pudding with custard. On Christmas Day I was shocked and upset at the restaurant when I spoke to a waiter and I was told that there was no turkey or Christmas pudding with custard.",December 2019,1.0,Bokan 37 Restaurant,734982490
26,"Bokan 37 is an expensive restaurant. So I expected the service to be top class too. However, it was very disjointed. On arrival, as a party of 4, we were not offered a drink but given the wine menu. So we selected a bottle of champagne. The waitress took our order for the champagne and the starters and main courses. She sent over the sommelier who recommended and left on the table a claret for the main course. We then waited for a while until the starters arrived whereby we had to chase up the champagne. When it finally arrived the waiter tried to take away the claret glasses until we retrieved them as we also had our claret, long before the champagne. Fortunately we had chosen cold starters. Then during the main course one of the waitresses leant right across the table to pour the jus rather than going around. The service continued rather haphazardly all evening. Overall, the view is lovely, the food is tasty and beautifully presented but the kitchen is let down by a disorganised (but friendly) waiting staff.",December 2019,3.0,Bokan 37 Restaurant,731119585
27,"Came for business lunch. All the staff were amazing, but very poor communication between the events manager and waitress. The events manager told us that we are not able to change the pre-order, but at the end of the day, the waiter changed without any problems. Also, it took a lot of time to organize because the events manager was super slow and not really friendly.",October 2019,4.0,Bokan 37 Restaurant,736569319
28,Never heard of this restaurant before but I heard it was good so I decided to give it a shot for a special evening with my girlfriend and I’m glad I did!,December 2019,5.0,Bokan 37 Restaurant,738131882
29,This was my third time at Bokan and as expected it was magnificent! To the person who welcomes you yo the last spoon of desert everything is exceptional! Every time I go I discover new mix of flavours that I would never imagine could go so well together! It’s always a delight to the palate and the eyes! Again my compliment to Chef Guillaume and this time a very big thank you to the new Manager of the restaurant Florian who gave us a proper welcome! Can’t wait to go again definitely one of my favourite place in London!,December 2019,5.0,Bokan 37 Restaurant,735357099
30,"First,this place has a stunning view from the 37 floor,moreover there is a bar on the 38th floor and a terrace on the 39th f.",November 2019,5.0,Bokan 37 Restaurant,725877871
31,I chose this restaurant to celebrate our 3 years wedding anniversary with my husband.,September 2019,5.0,Bokan 37 Restaurant,713635787
32,Fantastic view over London. Service was excellent from start to finish and the food was exceptional. So much so I sought out the head chef to thank him. The John Dory was the best I've ever had. Faultless throughout.,September 2019,5.0,Bokan 37 Restaurant,709189889
33,"My husband and I were staying at the Novotel for a couple of days and on our first night, decided to have dinner at Bokan. We were shown to a table and were sat for probably about 15 minutes before our order (drink and food) was taken. Around 40 minutes later, we still hadn’t received our drinks, never mind the food. This was despite a couple who came in after us getting both food and drinks long before us. The waiters kept walking past and looking at the table and could clearly see we didn’t have any drinks yet, but did nothing about it. It wasn’t until I got the attention of a female member of staff, who looked to be in charge possibly and mentioned it to her that something started to be done. It was however, an hour, before we even got our drinks and then eventually our food came out. We were charged a £7.25 service charge, which seemed excessive seeing as it took so long to get anything to eat or drink. When the food arrived, it was ok but nothing special and certainly not worth the wait. I wouldn’t recommend this place, we certainly weren’t made to feel very welcome and nothing was offered as an apology for the poor service.",September 2019,2.0,Bokan 37 Restaurant,709002464
34,"Thank you so much to the lovely staff at Bokan for hosting us for our brunch yesterday. You might have seen this restaurant featured on Celebrity Masterchef recently and it lived up to the exceptionally high standard of providing quality food and service. We had the bottomless prosecco brunch and not once did we need to ask to be topped up. We were given a table with a five star view of the city of London, really beautiful. For starters I had salmon with steamed hen eggs and it was absolutely delicious. My wife had a tuna starter which she loved. The next course was sirloin cooked to tender perfection on the Josper grill. Fabulous. The plum dessert didn't disappoint either. The service was excellent and we would highly recommend this restaurant for brunch on a sunny day.",September 2019,5.0,Bokan 37 Restaurant,711891680
35,We went to Bokan for dinner on a Monday evening as a bit of a last minute celebration. We ordered the lamb and the duck. The mains were both delicious and full of flavour. We had assistance choosing the best red wines to go with our meals which was fantastic. We were served by Katherine who was wonderful and friendly and described what all the foods were. We will definitely return. The decor is fab and the views are great. Can’t fault it.,September 2019,5.0,Bokan 37 Restaurant,714338330
36,When i saw for the first time this pub/restaurant i have been shocked because there is an amazing view all around it. You can we london and it is really amazing the view.,October 2019,5.0,Bokan 37 Restaurant,718762502
37,We had a wonderful brunch on Saturday. Amazing views across London and lovely atmosphere. Super friendly team who served us and made us feel very welcome.,November 2019,5.0,Bokan 37 Restaurant,725727587
38,"We were kept waiting for an hour for a table although we had a reservation and stayed in the hotel. Coco, who appeared to be in charge of table organisation was unapologetic and patronising. There wasn’t enough staff to be attentive and alert. The food was good although the price had raised our expectations, which were not entirely met. I would give Bokan restaurant a miss, the bar and terrace are great.",November 2019,2.0,Bokan 37 Restaurant,723759798
39,"The views at Bokan 37 were fantastic and we were lucky to have clear, sunny weather with lovely views over the London and the Thames. The set menu with unlimited prosecco was good value, with the warm waiting staff refusing to let your glass get anywhere near empty.",November 2019,5.0,Bokan 37 Restaurant,725636521
40,"We had really bad service, change of courses took a really long time. Some of waiters speak English inseparably, so we struggled to understand them sometimes. One Polish waiter was like from distant village asking us “Are you okay now?”, “you didn’t like the food?” when I didn’t finish it. This kind of level would be acceptable in road cafe in Belarus but not on rooftop restaurant in London.",September 2019,1.0,Bokan 37 Restaurant,708642279
41,"We treated ourselves to a big Saturday night dinner at Bokan and it didn’t disappoint. We had the tasting menu which was a foodies delight with lots if high notes including a wild boar and fig main which stole the show. A word about the wine though. Nelson the sommelier is an absolute star. I honestly can’t recall a better matched wine list for a tasting menu. And by Saturday night London standards it was fairly priced. What else? There’s great live music, a lively bar and terrace for drinks beforehand and of course the amazing view. Go on, treat yourself!",August 2019,5.0,Bokan 37 Restaurant,701546248
42,"I was at bokan restaurant (Novotel, canary wharf), earlier this month to celebrate my wife's birthday. The food and drinks are nice and not expensive.",August 2019,5.0,Bokan 37 Restaurant,704258967
43,Took my partner here for his birthday as he loves a meal with a gorgeous view and Bokan did not disappoint. Im not sure why this restaurant is not more widely known as it is far superior in terms of the stunning view to many of the central restaurants in the city such as those based at the Shard.,June 2019,5.0,Bokan 37 Restaurant,700383701
44,Called in without booking as residents of the Novotel expecting to be declined but to our surprise a delightful maitre d showed us to a table with a terrific view of the Thames.,August 2019,5.0,Bokan 37 Restaurant,703306799
45,Absolutely terrible and unfriendly Service at the Bokan. Reserved weeks in advance for my birthday dinner and as it was in the middle of summer and 34 degrees our entire party was not let in because I was wearing sandals in the 34 degree summer heat! I have spent a lot of money at this place before and there was many other people wearing sandals in the 34 degree heat. They were very unfriendly about it and just told me I have to go; will never go there again!,August 2019,1.0,Bokan 37 Restaurant,702922271
46,"This is gem in the Docklands area of London. With great food, and amazing views of London. My only negative is the food portions are very small, however the quality and atmosphere makes up for this.",August 2019,4.0,Bokan 37 Restaurant,698156302
47,"Food was Delicious, pigeon best I’ve had and ribeye cooked perfectly. We were sat 15 minutes after time allotted but was no issue as we had a drink in bar. The only downside that stopped me from giving 5 star was the wait at bar (although I understood it was busy and mainly time consuming cocktails) and the poor service in the restaurant, while it seemed most of the servers were attentive and lovely our waitress openly complained about her number of tables (just 4) and treated the evening with a distain for her job that reflected in her lack of attentiveness and poor attitude to that table (her general demeanour was of one who didn’t care of those she served, 35 minutes to order food, no drinks offered throughout the evening and when we did eventually order drinks we had to ask another waitress to search for them, which she was prompt in doing) apart from feeling like this one waitress didn’t really want to be there our evening was great. We left the restaurant and enjoyed more drinks in the bar",August 2019,4.0,Bokan 37 Restaurant,704749436
48,Amazing restaurant with an incredible view on all the London city. It was a magical moment with the sunset.,September 2019,5.0,Bokan 37 Restaurant,705902676
49,Had the pleasure of Constantin as our waiter. It was friend’s birthday so we celebrated in great company. Price of the food is a bit high but service and view is good,August 2019,4.0,Bokan 37 Restaurant,706150210
50,"Incredible experience! I came a few weeks ago with my husband for our anniversary. Very impressed by the quality of the dishes, the prawn starter and the duck for main was stunning, very tasty and unusual..! The lemon tart was also delicious. Many thanks to Guillaume for the outstanding service, he was very knowledgeable and brought us an anniversary plate. One of the best dinner we’ve never had. Definitely worth it. I will come back soon, thank you again.",June 2019,5.0,Bokan 37 Restaurant,686956996
51,"The meal we had was amazing. Although in a rush to see the show the staff were speedy, professional but also relaxed. they made the effort to come and speak to me while my wife used the ladies room. The food is to die for. Similar prices to similar venues I have been to like the shard or Fenchurch in walkie talkie building but the food is ten times better. Could not choose off the menu as it all looked great, when we got our food we just wanted to at each others.",April 2019,5.0,Bokan 37 Restaurant,688533828
52,"I always come here with my colleagues and a part from the view which is magnificent, we always experience a great service. A personal note to Jerome who is always very friendly and helpful :)",July 2019,5.0,Bokan 37 Restaurant,686532623
53,"I tried out the brunch on a sunny Sunday and was bowled over by the level of food and service. Seriously underrated restaurant and tucked out of the way in Canary Wharf, but totally worth a visit. Chef Guillaume is doing something really special up on the 37th floor at Bōkan - all three courses were a delight, especially the Josper grilled pork with padron pepper & potato. Can't wait to go back!",June 2019,5.0,Bokan 37 Restaurant,686961789
54,"Dinner at Bokan did exceed my expectations! On our arrival the staff greet us with such a warm welcome. We were lucky to be seated by the window, overlooking London and the city lights! Incredible menu options, but I decided trying the foie grass as starter, then the stone bass for main! Impeccable service, and super friendly staff!",August 2019,5.0,Bokan 37 Restaurant,696071342
55,"Based in the Canary Wharf Novotel this restaurant is the perfect place to have a relaxed brunch with delicious food and an awesome view. We had the brunch menu but did not opt for the additional bottomless Prosecco for £15. I would recommend this place for a birthday, romantic meal or just a general catch up with friends and family.",August 2019,4.0,Bokan 37 Restaurant,695240732
56,"Very friendly and complete service from start to finish. All the menu is great, very well-balanced flavours and presentation. Desserts were particularly good! Highly enjoyable and relaxed environment.",July 2019,5.0,Bokan 37 Restaurant,688762461
57,"I chose king crab / pickles based starter (as did my wife), really enjoyed that. £14 each, not cheep. Mains, my wife had the organic lamb £32, me the Stone bass £29. Both cooked to perfection. However, I fed back to the waiting staff, the odd combination of white coco bean, as a fish-o-holic, always eager to try new combos, I simply didn;'t see the point, didn't work for me. No worries, fish was beautifully cooked so happy to leave the beans (apart from the 3 I tried).",July 2019,4.0,Bokan 37 Restaurant,691855101
58,"A week or so ago I booked a table at the restaurant on 37 and was hoping to have a drink on the roof terrace on 39 on this wonderful warm evening. Unfortunately for us the whole terrace had been booked for the evening so we had drinks on floor 38 instead. I had only found this out this morning when the receptionist called to confirm our reservation. This was mentioned on the website but I hadn’t thoroughly checked it. The guy on reception on 38 was very welcoming and perfect for front of house. The bar staff were very friendly and the guy that served our drinks at the table on 38 enjoyed conversation and a joke or two. As we were leaving to go to the restaurant I had half-jokingly asked him whether the tip we gave him included a quick sneak view of the party upstairs he became quite serious and said it was not possible. Maybe I read it wrongly but he seemed a little distant from that moment. At 7pm the restaurant had only 2-3 other tables booked and we were served quickly. Our waiter, Cristian, was a delight. Both the receptionist that called this morning and Cristian checked to see whether there were any allergies and also asked whether it was a special occasion. After choosing our mains and changing one meal there was a slight mix-up. This minor error with our meal choices would have been quickly corrected but we were happy to proceed as presented and the beef and duck choices were delicious as were the desserts. It was a slightly higher price than expected with a main, a side and a dessert each, with just one glass of wine at the table around £60 per head. To me the docklands area has a slightly distant ‘unreal’ feel to it and there was less interaction with other customers in this establishment than we usually find in The City and West End. This could well change depending on the night and could also be my own personal take on the vibe. I personally love the established feel about more historic areas in London.",July 2019,4.0,Bokan 37 Restaurant,688789999
59,The chefs tasting menu was absolutely fantastic. The staff where friendly and extremely approachable. If you’re looking for a roof top bar/restaurant with superb views choose Bokan!,August 2019,5.0,Bokan 37 Restaurant,696046036
60,First time at Bokan for a date night. View and atmosphere really good. Reserved a table at the bar. Staff very helpful and friendly. Service was excellent. Very nice and helpful gentleman called Breno served us and the day...thanks mate; it was a pleasure! Definitely would go back and highly recommended.,June 2019,4.0,Bokan 37 Restaurant,679941375
61,Actually only had drinks in the bar - but what a fantastic roof top - 39 floors up in the open. Wonderful views of the Thames and landmarks.,May 2019,5.0,Bokan 37 Restaurant,680295037
62,"I came to have a dinner after a long week of work in London. Some friends recommanded Bokan to me. Excellent customer service. I had starter, main course and dessert with wine to pair with each courses. Very impressed by the service, very attentive and friendly. The food was tasty and well presented. I’ll definitely come back.",June 2019,5.0,Bokan 37 Restaurant,686502443
63,Had breakfast here when I stayed at Novotel. there were nice varieties and more importantly the views outside was wonderful. Service was also good.,May 2019,4.0,Bokan 37 Restaurant,677930107
64,We went there for brunch .. all the foods were very presentable but no taste .. service was very good and friendly.. good atmosphere..,June 2019,3.0,Bokan 37 Restaurant,682731509
65,"After a nice afternoon in Greenwich, we had a wonderful dinner in this very nice and beautiful restaurant. We were greeted very nicely and the staff is very helpful and dedicated.",June 2019,5.0,Bokan 37 Restaurant,680366237
66,"Visited whilst staying at Novotel Canary Wharf in November, for the Supervet show at the 02. Food excellent, service excellent, views amazing.",November 2018,5.0,Bokan 37 Restaurant,681411474
67,"As loads of people mention, view is excellent. Food was good, chose the tasting menu, 70pp, and the wine pairing 40 pp. One round totally forgot to serve wine, despite waving arms could get no attention, ended up basically having to walk into kitchen to ask for wine to be shouted at “its coming” no apology, table behind kicked off for same reason shoddy service and they called Security, crazy. Took service off bill that was all.",June 2019,3.0,Bokan 37 Restaurant,685483253
68,We had dinner in this restaurant.,July 2019,2.0,Bokan 37 Restaurant,686280431
69,"A stunning night with an amazing London view and the best service for dinner - high end wait staff, and top quality food. All beautifully presented and tasty. Thank you chef for your attention and passion.",July 2019,5.0,Bokan 37 Restaurant,686501627
70,Met some friends for dinner and we all tried the tasting menu. It was excellent and complemented the amazing views across London. Could not fault the service and would recommend to anyone wanting something a bit special.,May 2019,5.0,Bokan 37 Restaurant,677859623
71,Definitely well worth the visit. All the staff were extremely welcoming and friendly. The meal was excellent and the views were just breathtaking.,April 2019,5.0,Bokan 37 Restaurant,670087799
72,"We had a wonderful time at Bokan. Not only were the views over London spectacular but the staff were incredibly helpful and friendly. We were made to feel welcome and valued, and nothing was too much trouble. We’ll definitely be back.",May 2019,5.0,Bokan 37 Restaurant,673267390
73,"That is not a cheap place but the view, the cocktails and the food were simply amazing. The staff extremely friendly and they warmly welcomed my girlfriend and I. We've got a table window so we have been able to enjoy the sunset.",May 2019,5.0,Bokan 37 Restaurant,674197978
74,"The food was amazing, we tried the taster menu and were delighted. Both me and my husband. The service is also flawless, view wonderful. Worth every penny and more!",April 2019,5.0,Bokan 37 Restaurant,666330046
75,"I had an amazing birthday celebration at this restaurant, in the evening of May 2, 2019. All of the staff members, including the chef master of that evening, were so professional and so nice people. I felt really good when I spent there my 52 birthday with them. They made me feel so special and I am so grateful to everyone.",May 2019,5.0,Bokan 37 Restaurant,672730899
76,My husband and I had the most amazing meal at BŌKAN last night. We opted for the Chefs tasting menu which I would HIGHLY recommend. Each course was exquisite and a true work of art. The 24 hour cooker beef with torched bone marrow butter was beyond perfection. The views were stunning; decor beautiful and staff highly professional and attentive. All round it was a very very memorable evening!,April 2019,5.0,Bokan 37 Restaurant,669622186
77,"Had really nice time last time visited this place, amazing view, nice selections of cocktail and food",December 2018,5.0,Bokan 37 Restaurant,675996044
78,"Had a vegetarian great meal with amazing views! Great service provided by Coco, Ornella of course Guillaume !",May 2019,5.0,Bokan 37 Restaurant,676640265
79,"We booked here for a special occasion and since the moment we walked in, everything has been perfect: staff is professional, polite and friendly. Delicious cocktails and amazing food. Superlative views.",May 2019,5.0,Bokan 37 Restaurant,677837959
80,This is the place to go if you want to get the best view over Canary Wharf. For dinner reservations is definitely needed for weekend. Food is very nice but bar is just superb.,April 2019,5.0,Bokan 37 Restaurant,666266428
81,Tasting menu is brilliant and innovative. Beautiful views. Can’t wait for next visit. The staff were attentive and knowledgable,April 2019,5.0,Bokan 37 Restaurant,663786685
82,"We had a lift issue tonight but just want to say we received fantastic customer service. The manager greeted us out the lift and offered us a complimentory bottle of champagne and a great table. All the staff were lovely, we were really treated so well. Will be back soon, thank you bokan really appricaiate it! Liz",March 2019,5.0,Bokan 37 Restaurant,658546207
83,Amazing time with amazing view.... food was very tasty ir with good presentation. Enjoyed everything.... definitely worth to come back...,April 2019,5.0,Bokan 37 Restaurant,663829588
84,"The breathtaking panoramic view over the city may well be the most flagged attraction, but the attentiveness of the staff, the quality of the food, attention to detail and the way all of it is presented enhance the experience and make the atmosphere just as grand inside as the views outside. Well worth a visit and then some more in regular succession.",April 2019,5.0,Bokan 37 Restaurant,664217433
85,Very nice vista and atmosphere and relatively quiet on a weeknight so good place for a sophisticated date. Be warned though at roughly £12 for a small cocktail it could get pricey depending on your tolerance for such things.,March 2019,4.0,Bokan 37 Restaurant,661265901
86,My wife and I went for our anniversary as a recommendation from a work. Colleague.,March 2019,3.0,Bokan 37 Restaurant,661713277
87,"If you are staying in Canary wharf, this is a good option as you can have a very good view if the city and it is walking distance From the office buildings there.",April 2019,4.0,Bokan 37 Restaurant,665636318
88,Unforgettable experience! Amazing food and excellence service! Breathtaking view!! Best place for birthday dinner :),April 2019,5.0,Bokan 37 Restaurant,664435599
89,I love it here the views are spectacular. You can see some of the best bits of London from here. There is a really nice roof top seating area. The bar is lovely it’s a great design. The staff are friendly & helpful. They have a good selection of drinks.,March 2019,5.0,Bokan 37 Restaurant,666242398
90,My boyfriend took me here for my 21st dinner and we both had the vegan tasting menu. The food was incredible and we were sat at a window table which gave us a stunning view of the city.,February 2019,5.0,Bokan 37 Restaurant,651275793
91,First time here for us all for Sunday Brunch with the optional bottomless Prosecco. Absolutely amazing experience and service. Beautiful decor and views of London. Would have enjoyed the roof top terrace had it not been for the very high winds.,March 2019,5.0,Bokan 37 Restaurant,658490002
92,"We were staying in the hotel and requested a table in the restaurant with a view and although couldnt be guaranteed, we were not disappointed when we arrived, just wow! Food was amazing and the restaurant had a real buzz about it and although a bit chilly in November the rooftop bar is a nice touch.",November 2018,5.0,Bokan 37 Restaurant,651986261
93,"Food was delicious and very good quality. Probably the best meal I have ever had! The views were amazing, overlooking central London. Great atmosphere with live singing. Overall, a wonderful experience!",February 2019,5.0,Bokan 37 Restaurant,652215729
94,"Appalling service here tonight. A medium steak came well done, sides came almost at the end of the meal, no apology, and the extremely rude manager decided to have a go at the kitchen staff in front of us. A real pity as all my other experiences here have been amazing.",March 2019,2.0,Bokan 37 Restaurant,658334485
95,Good service. Quality and diversified buffet breakfast. Orders come quickly. The real treat are the stunning views of London. Quite breathtaking.,March 2019,4.0,Bokan 37 Restaurant,656959329
96,"In the 38th and 39th floor of the Novotel hotel we had a really good evening with our colleagues. You can book a separate area for ca. 20 people. On the 38th floor there is the open roof top bar with a fantastic view of the coty of London. On the 38th floor you have the main bar area. We had wine and fingerfood. Both were really good. The team was nice. Ibhad the feeling in the peak time of the evening they had to cover quite a lot of guests, but were never stressed and alway friendly. Unfortunately they did not have one type of beer onntap, but I can recommend the IPA. Summary: fancy bar with a full panoramic view. Reservation needed.",February 2019,4.0,Bokan 37 Restaurant,651975618
97,This is a great restaurant with a fantastic view over the city. Stunning. The food and service were exceptional. Highly recommended.,February 2019,5.0,Bokan 37 Restaurant,653328577
98,"It was the second time I’ve been here, we booked a table 2 weeks in advance As Saturdays can get busy. We arrived with no problems - shown to our seats and given a drinks menu, we took our drinks up on the rooftop where we got a table with an amazing view and enjoyed a lovely afternoon in the sun sipping cocktails.",February 2019,5.0,Bokan 37 Restaurant,655347191
99,Came here for a couple of drinks whilst visiting friends in London.,December 2018,5.0,Bokan 37 Restaurant,654068754
100,Great atmosphere and stunning view! Best place for drinks and quick food in Canary Wharf. Really pleased by the way a member of staff - Veni took care of us last night when I had my birthday celebration. She was constantly checking on us and making sure that we had everything that we need. I'll definitely continue visiting this place.,February 2019,5.0,Bokan 37 Restaurant,651069439
101,"If I could give this place less than 1 star, I would. They completely ruined my New Year's celebration by miss-advertising their venue.",December 2018,1.0,Bokan 37 Restaurant,642674483
102,"Since the first moment you take the lift to go up until 37th floor with an exclusive lift separated from hotel lobby, until you sit in your table with full views of Central London, there are a lot of pleased and comfortable moments.",December 2018,5.0,Bokan 37 Restaurant,642843267
103,"Last night in London and this was the place we chose to do dinner and drinks. Antonella, our waitress was absolutely amazing :) wonderful customer service, great food and spectacular views! An amazing way to end a great holiday.",January 2019,5.0,Bokan 37 Restaurant,643260130
104,Restaurant located on the top floors of Novotel Canary Wharf. The decoration is modern and the views of London are amazing. The service was very nice and the food excellent.,December 2018,5.0,Bokan 37 Restaurant,644099624
